Key;Item Type;Publication Year;Author;Title;Publication Title;ISBN;ISSN;DOI;Url;Abstract Note;Date;Date Added;Date Modified;Access Date;Pages;Num Pages;Issue;Volume;Number Of Volumes;Journal Abbreviation;Short Title;Series;Series Number;Series Text;Series Title;Publisher;Place;Language;Rights;Type;Archive;Archive Location;Library Catalog;Call Number
M7M6WS76;journalArticle;2004;Edgar, Robert C.;MUSCLE: multiple sequence alignment with high accuracy and high throughput;Nucleic Acids Research;;1362-4962;10.1093/nar/gkh340;;We describe MUSCLE, a new computer program for creating multiple alignments of protein sequences. Elements of the algorithm include fast distance estimation using kmer counting, progressive alignment using a new profile function we call the log-expectation score, and refinement using tree-dependent restricted partitioning. The speed and accuracy of MUSCLE are compared with T-Coffee, MAFFT and CLUSTALW on four test sets of reference alignments: BAliBASE, SABmark, SMART and a new benchmark, PREFAB. MUSCLE achieves the highest, or joint highest, rank in accuracy on each of these sets. Without refinement, MUSCLE achieves average accuracy statistically indistinguishable from T-Coffee and MAFFT, and is the fastest of the tested methods for large numbers of sequences, aligning 5000 sequences of average length 350 in 7 min on a current desktop computer. The MUSCLE program, source code and PREFAB test data are freely available at http://www.drive5. com/muscle.;2004;05/08/2024 15:33;05/08/2024 15:33;;1792-1797;;5;32;;Nucleic Acids Res;MUSCLE;;;;;;;eng;;;;;PubMed;
T3ECQKMH;journalArticle;2020;"Steenwyk, Jacob L.; Iii, Thomas J. Buida; Li, Yuanning; Shen, Xing-Xing; Rokas, Antonis";ClipKIT: A multiple sequence alignment trimming software for accurate phylogenomic inference;PLOS Biology;;1545-7885;10.1371/journal.pbio.3001007;https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3001007;Highly divergent sites in multiple sequence alignments (MSAs), which can stem from erroneous inference of homology and saturation of substitutions, are thought to negatively impact phylogenetic inference. Thus, several different trimming strategies have been developed for identifying and removing these sites prior to phylogenetic inference. However, a recent study reported that doing so can worsen inference, underscoring the need for alternative alignment trimming strategies. Here, we introduce ClipKIT, an alignment trimming software that, rather than identifying and removing putatively phylogenetically uninformative sites, instead aims to identify and retain parsimony-informative sites, which are known to be phylogenetically informative. To test the efficacy of ClipKIT, we examined the accuracy and support of phylogenies inferred from 14 different alignment trimming strategies, including those implemented in ClipKIT, across nearly 140,000 alignments from a broad sampling of evolutionary histories. Phylogenies inferred from ClipKIT-trimmed alignments are accurate, robust, and time saving. Furthermore, ClipKIT consistently outperformed other trimming methods across diverse datasets, suggesting that strategies based on identifying and retaining parsimony-informative sites provide a robust framework for alignment trimming.;02/12/2020;05/08/2024 15:33;05/08/2024 15:33;05/08/2024 15:33;e3001007;;12;18;;PLOS Biology;ClipKIT;;;;;;;en;;;;;PLoS Journals;
UDXS5GVU;journalArticle;2015;"Nguyen, Lam-Tung; Schmidt, Heiko A.; von Haeseler, Arndt; Minh, Bui Quang";IQ-TREE: A Fast and Effective Stochastic Algorithm for Estimating Maximum-Likelihood Phylogenies;Molecular Biology and Evolution;;0737-4038;10.1093/molbev/msu300;https://doi.org/10.1093/molbev/msu300;Large phylogenomics data sets require fast tree inference methods, especially for maximum-likelihood (ML) phylogenies. Fast programs exist, but due to inherent heuristics to find optimal trees, it is not clear whether the best tree is found. Thus, there is need for additional approaches that employ different search strategies to find ML trees and that are at the same time as fast as currently available ML programs. We show that a combination of hill-climbing approaches and a stochastic perturbation method can be time-efficiently implemented. If we allow the same CPU time as RAxML and PhyML, then our software IQ-TREE found higher likelihoods between 62.2% and 87.1% of the studied alignments, thus efficiently exploring the tree-space. If we use the IQ-TREE stopping rule, RAxML and PhyML are faster in 75.7% and 47.1% of the DNA alignments and 42.2% and 100% of the protein alignments, respectively. However, the range of obtaining higher likelihoods with IQ-TREE improves to 73.3–97.1%. IQ-TREE is freely available at http://www.cibiv.at/software/iqtree.;01/01/2015;05/08/2024 15:34;05/08/2024 15:34;05/08/2024 15:34;268-274;;1;32;;Molecular Biology and Evolution;IQ-TREE;;;;;;;;;;;;Silverchair;
4IIRBCFW;journalArticle;2022;"Mirdita, Milot; Schütze, Konstantin; Moriwaki, Yoshitaka; Heo, Lim; Ovchinnikov, Sergey; Steinegger, Martin";ColabFold: making protein folding accessible to all;Nature Methods;;1548-7105;10.1038/s41592-022-01488-1;https://www.nature.com/articles/s41592-022-01488-1;ColabFold offers accelerated prediction of protein structures and complexes by combining the fast homology search of MMseqs2 with AlphaFold2 or RoseTTAFold. ColabFold’s 40−60-fold faster search and optimized model utilization enables prediction of close to 1,000 structures per day on a server with one graphics processing unit. Coupled with Google Colaboratory, ColabFold becomes a free and accessible platform for protein folding. ColabFold is open-source software available at https://github.com/sokrypton/ColabFoldand its novel environmental databases are available at https://colabfold.mmseqs.com.;2022-06;05/08/2024 15:34;05/08/2024 15:34;05/08/2024 15:34;679-682;;6;19;;Nat Methods;ColabFold;;;;;;;en;2022 The Author(s);;;;www.nature.com;
KTR5ZDNB;journalArticle;2014;"Pawluk, April; Bondy-Denomy, Joseph; Cheung, Vivian H. W.; Maxwell, Karen L.; Davidson, Alan R.";A new group of phage anti-CRISPR genes inhibits the type I-E CRISPR-Cas system of Pseudomonas aeruginosa;mBio;;2150-7511;10.1128/mBio.00896-14;;CRISPR-Cas systems are one of the most widespread phage resistance mechanisms in prokaryotes. Our lab recently identified the first examples of phage-borne anti-CRISPR genes that encode protein inhibitors of the type I-F CRISPR-Cas system of Pseudomonas aeruginosa. A key question arising from this work was whether there are other types of anti-CRISPR genes. In the current work, we address this question by demonstrating that some of the same phages carrying type I-F anti-CRISPR genes also possess genes that mediate inhibition of the type I-E CRISPR-Cas system of P. aeruginosa. We have discovered four distinct families of these type I-E anti-CRISPR genes. These genes do not inhibit the type I-F CRISPR-Cas system of P. aeruginosa or the type I-E system of Escherichia coli. Type I-E and I-F anti-CRISPR genes are located at the same position in the genomes of a large group of related P. aeruginosa phages, yet they are found in a variety of combinations and arrangements. We have also identified functional anti-CRISPR genes within nonprophage Pseudomonas genomic regions that are likely mobile genetic elements. This work emphasizes the potential importance of anti-CRISPR genes in phage evolution and lateral gene transfer and supports the hypothesis that more undiscovered families of anti-CRISPR genes exist. Finally, we provide the first demonstration that the type I-E CRISPR-Cas system of P. aeruginosa is naturally active without genetic manipulation, which contrasts with E. coli and other previously characterized I-E systems. IMPORTANCE The CRISPR-Cas system is an adaptive immune system possessed by the majority of prokaryotic organisms to combat potentially harmful foreign genetic elements. This study reports the discovery of bacteriophage-encoded anti-CRISPR genes that mediate inhibition of a well-studied subtype of CRISPR-Cas system. The four families of anti-CRISPR genes described here, which comprise only the second group of anti-CRISPR genes to be identified, encode small proteins that bear no sequence similarity to previously studied phage or bacterial proteins. Anti-CRISPR genes represent a newly discovered and intriguing facet of the ongoing evolutionary competition between phages and their bacterial hosts.;15/04/2014;05/08/2024 15:34;05/08/2024 15:34;;e00896;;2;5;;mBio;;;;;;;;eng;;;;;PubMed;
YG9S4JJI;journalArticle;2005;"Tock, Mark R.; Dryden, David T. F.";The biology of restriction and anti-restriction;Current Opinion in Microbiology;;1369-5274;10.1016/j.mib.2005.06.003;;The phenomena of prokaryotic restriction and modification, as well as anti-restriction, were first discovered five decades ago but have yielded only gradually to rigorous analysis. Work presented at the 5th New England Biolabs Meeting on Restriction-Modification (available on REBASE, http://www.rebase.com) and several recently published genetic, biochemical and biophysical analyses indicate that these fields continue to contribute significantly to basic science. Recently, there have been several studies that have shed light on the still developing field of restriction-modification and on the newly re-emerging field of anti-restriction.;2005-08;05/08/2024 15:34;05/08/2024 15:34;;466-472;;4;8;;Curr Opin Microbiol;;;;;;;;eng;;;;;PubMed;
Y6UQ8P76;journalArticle;2018;"Hille, Frank; Richter, Hagen; Wong, Shi Pey; Bratovič, Majda; Ressel, Sarah; Charpentier, Emmanuelle";The Biology of CRISPR-Cas: Backward and Forward;Cell;;1097-4172;10.1016/j.cell.2017.11.032;;In bacteria and archaea, clustered regularly interspaced short palindromic repeats (CRISPR) and CRISPR-associated (Cas) proteins constitute an adaptive immune system against phages and other foreign genetic elements. Here, we review the biology of the diverse CRISPR-Cas systems and the major progress achieved in recent years in understanding the underlying mechanisms of the three stages of CRISPR-Cas immunity: adaptation, crRNA biogenesis, and interference. The ecology and regulation of CRISPR-Cas in the context of phage infection, the roles of these systems beyond immunity, and the open questions that propel the field forward are also discussed.;08/03/2018;05/08/2024 15:34;05/08/2024 15:34;;1239-1259;;6;172;;Cell;The Biology of CRISPR-Cas;;;;;;;eng;;;;;PubMed;
JGCPR5SJ;journalArticle;2021;"Maffei, Enea; Shaidullina, Aisylu; Burkolter, Marco; Heyer, Yannik; Estermann, Fabienne; Druelle, Valentin; Sauer, Patrick; Willi, Luc; Michaelis, Sarah; Hilbi, Hubert; Thaler, David S.; Harms, Alexander";Systematic exploration of Escherichia coli phage–host interactions with the BASEL phage collection;PLOS Biology;;1545-7885;10.1371/journal.pbio.3001424;https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3001424;Bacteriophages, the viruses infecting bacteria, hold great potential for the treatment of multidrug-resistant bacterial infections and other applications due to their unparalleled diversity and recent breakthroughs in their genetic engineering. However, fundamental knowledge of the molecular mechanisms underlying phage–host interactions is mostly confined to a few traditional model systems and did not keep pace with the recent massive expansion of the field. The true potential of molecular biology encoded by these viruses has therefore remained largely untapped, and phages for therapy or other applications are often still selected empirically. We therefore sought to promote a systematic exploration of phage–host interactions by composing a well-assorted library of 68 newly isolated phages infecting the model organism Escherichia coli that we share with the community as the BASEL (BActeriophage SElection for your Laboratory) collection. This collection is largely representative of natural E. coli phage diversity and was intensively characterized phenotypically and genomically alongside 10 well-studied traditional model phages. We experimentally determined essential host receptors of all phages, quantified their sensitivity to 11 defense systems across different layers of bacterial immunity, and matched these results to the phages’ host range across a panel of pathogenic enterobacterial strains. Clear patterns in the distribution of phage phenotypes and genomic features highlighted systematic differences in the potency of different immunity systems and suggested the molecular basis of receptor specificity in several phage groups. Our results also indicate strong trade-offs between fitness traits like broad host recognition and resistance to bacterial immunity that might drive the divergent adaptation of different phage groups to specific ecological niches. We envision that the BASEL collection will inspire future work exploring the biology of bacteriophages and their hosts by facilitating the discovery of underlying molecular mechanisms as the basis for an effective translation into biotechnology or therapeutic applications.;16/11/2021;05/08/2024 15:35;05/08/2024 15:35;05/08/2024 15:35;e3001424;;11;19;;PLOS Biology;;;;;;;;en;;;;;PLoS Journals;
CNFD262A;journalArticle;2023;"Węglewska, Martyna; Barylski, Jakub; Wojnarowski, Filip; Nowicki, Grzegorz; Łukaszewicz, Marcin";Genome, biology and stability of the Thurquoise phage – A new virus from the Bastillevirinae subfamily;Frontiers in Microbiology;;1664-302X;10.3389/fmicb.2023.1120147;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10043171/;Bacteriophages from the Bastillevirinae subfamily (Herelleviridae family) have proven to be effective against bacteria from the Bacillus genus including organisms from the B. cereus group, which cause food poisoning and persistent contamination of industrial installations. However, successful application of these phages in biocontrol depends on understanding of their biology and stability in different environments. In this study, we isolated a novel virus from garden soil in Wrocław (Poland) and named it ‘Thurquoise’. The genome of that phage was sequenced and assembled into a single continuous contig with 226 predicted protein-coding genes and 18 tRNAs. The cryo-electron microscopy revealed that Thurquoise has complex virion structure typical for the Bastillevirinae family. Confirmed hosts include selected bacteria from the Bacillus cereus group–specifically B. thuringiensis (isolation host) and B. mycoides, but susceptible strains display different efficiency of plating (EOP). The eclipse and latent periods of Thurquoise in the isolation host last ~ 50 min and ~ 70 min, respectively. The phage remains viable for more than 8 weeks in variants of the SM buffer with magnesium, calcium, caesium, manganese or potassium and can withstand numerous freeze–thaw cycles if protected by the addition of 15% glycerol or, to a lesser extent, 2% gelatine. Thus, with proper buffer formulation, this virus can be safely stored in common freezers and refrigerators for a considerable time. The Thurquoise phage is the exemplar of a new candidate species within the Caeruleovirus genus in the Bastillevirinae subfamily of the Herelleviridae family with a genome, morphology and biology typical for these taxa.;14/03/2023;05/08/2024 15:35;05/08/2024 15:35;05/08/2024 15:35;1120147;;;14;;Front Microbiol;;;;;;;;;;;;;PubMed Central;
5S8ABQEV;journalArticle;2020;"Mahendra, Caroline; Christie, Kathleen A.; Osuna, Beatriz A.; Pinilla-Redondo, Rafael; Kleinstiver, Benjamin P.; Bondy-Denomy, Joseph";Broad-spectrum anti-CRISPR proteins facilitate horizontal gene transfer;Nature microbiology;;2058-5276;10.1038/s41564-020-0692-2;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7194981/;CRISPR-Cas adaptive immune systems protect bacteria and archaea against their invading genetic parasites, including bacteriophages/viruses and plasmids. In response to this immunity, many phages have anti-CRISPR (Acr) proteins that inhibit CRISPR-Cas targeting. To date, anti-CRISPR genes have primarily been discovered in phage or prophage genomes. Here, we uncovered acr loci on plasmids and other conjugative elements present in Firmicutes, using the Listeria acrIIA1 gene as a marker. The four identified genes, found in Listeria, Enterococcus, Streptococcus, and Staphylococcus genomes, can inhibit Type II-A SpyCas9 or SauCas9, and are thus named acrIIA16-19. In Enterococcus faecalis, conjugation of a Cas9-targeted plasmid was enhanced by anti-CRISPRs derived from Enterococcus conjugative elements, highlighting a role for Acrs in the dissemination of plasmids. Reciprocal co-immunoprecipitation showed that each Acr protein interacts with Cas9, and Cas9:Acr complexes were unable to cleave DNA. Northern blotting suggests that these anti-CRISPRs manipulate sgRNA loading or stability. Mirroring their activity in bacteria, AcrIIA16 and AcrIIA17 provide robust and highly potent broad-spectrum inhibition of distinct Cas9 proteins in human cells (e.g. SpyCas9, SauCas9, SthCas9, NmeCas9, CjeCas9). This work presents a focused analysis of non-phage Acr proteins, demonstrating a role in horizontal gene transfer bolstered by broad spectrum CRISPR-Cas9 inhibition.;2020-04;05/08/2024 15:35;05/08/2024 15:35;05/08/2024 15:35;620-629;;4;5;;Nat Microbiol;;;;;;;;;;;;;PubMed Central;
6NYY9EX7;journalArticle;2024;"Duan, Ning; Hand, Emily; Pheko, Mannuku; Sharma, Shikha; Emiola, Akintunde";Structure-guided discovery of anti-CRISPR and anti-phage defense proteins;Nature Communications;;2041-1723;10.1038/s41467-024-45068-7;https://www.nature.com/articles/s41467-024-45068-7;Bacteria use a variety of defense systems to protect themselves from phage infection. In turn, phages have evolved diverse counter-defense measures to overcome host defenses. Here, we use protein structural similarity and gene co-occurrence analyses to screen >66 million viral protein sequences and >330,000 metagenome-assembled genomes for the identification of anti-phage and counter-defense systems. We predict structures for ~300,000 proteins and perform large-scale, pairwise comparison to known anti-CRISPR (Acr) and anti-phage proteins to identify structural homologs that otherwise may not be uncovered using primary sequence search. This way, we identify a Bacteroidota phage Acr protein that inhibits Cas12a, and an Akkermansia muciniphila anti-phage defense protein, termed BxaP. Gene bxaP is found in loci encoding Bacteriophage Exclusion (BREX) and restriction-modification defense systems, but confers immunity independently. Our work highlights the advantage of combining protein structural features and gene co-localization information in studying host-phage interactions.;20/01/2024;05/08/2024 15:39;05/08/2024 15:39;05/08/2024 15:39;649;;1;15;;Nat Commun;;;;;;;;en;"2024 This is a U.S. Government work and not under copyright protection in the US; foreign copyright protection may apply";;;;www.nature.com;
TWBSWFUJ;journalArticle;2024;"Varadi, Mihaly; Bertoni, Damian; Magana, Paulyna; Paramval, Urmila; Pidruchna, Ivanna; Radhakrishnan, Malarvizhi; Tsenkov, Maxim; Nair, Sreenath; Mirdita, Milot; Yeo, Jingi; Kovalevskiy, Oleg; Tunyasuvunakool, Kathryn; Laydon, Agata; Žídek, Augustin; Tomlinson, Hamish; Hariharan, Dhavanthi; Abrahamson, Josh; Green, Tim; Jumper, John; Birney, Ewan; Steinegger, Martin; Hassabis, Demis; Velankar, Sameer";AlphaFold Protein Structure Database in 2024: providing structure coverage for over 214 million protein sequences;Nucleic Acids Research;;1362-4962;10.1093/nar/gkad1011;;The AlphaFold Database Protein Structure Database (AlphaFold DB, https://alphafold.ebi.ac.uk) has significantly impacted structural biology by amassing over 214 million predicted protein structures, expanding from the initial 300k structures released in 2021. Enabled by the groundbreaking AlphaFold2 artificial intelligence (AI) system, the predictions archived in AlphaFold DB have been integrated into primary data resources such as PDB, UniProt, Ensembl, InterPro and MobiDB. Our manuscript details subsequent enhancements in data archiving, covering successive releases encompassing model organisms, global health proteomes, Swiss-Prot integration, and a host of curated protein datasets. We detail the data access mechanisms of AlphaFold DB, from direct file access via FTP to advanced queries using Google Cloud Public Datasets and the programmatic access endpoints of the database. We also discuss the improvements and services added since its initial release, including enhancements to the Predicted Aligned Error viewer, customisation options for the 3D viewer, and improvements in the search engine of AlphaFold DB.;05/01/2024;05/08/2024 15:39;05/08/2024 15:39;;D368-D375;;D1;52;;Nucleic Acids Res;AlphaFold Protein Structure Database in 2024;;;;;;;eng;;;;;PubMed;
2ELUXYGR;journalArticle;2021;"Jumper, John; Evans, Richard; Pritzel, Alexander; Green, Tim; Figurnov, Michael; Ronneberger, Olaf; Tunyasuvunakool, Kathryn; Bates, Russ; Žídek, Augustin; Potapenko, Anna; Bridgland, Alex; Meyer, Clemens; Kohl, Simon A. A.; Ballard, Andrew J.; Cowie, Andrew; Romera-Paredes, Bernardino; Nikolov, Stanislav; Jain, Rishub; Adler, Jonas; Back, Trevor; Petersen, Stig; Reiman, David; Clancy, Ellen; Zielinski, Michal; Steinegger, Martin; Pacholska, Michalina; Berghammer, Tamas; Bodenstein, Sebastian; Silver, David; Vinyals, Oriol; Senior, Andrew W.; Kavukcuoglu, Koray; Kohli, Pushmeet; Hassabis, Demis";Highly accurate protein structure prediction with AlphaFold;Nature;;1476-4687;10.1038/s41586-021-03819-2;https://www.nature.com/articles/s41586-021-03819-2;Proteins are essential to life, and understanding their structure can facilitate a mechanistic understanding of their function. Through an enormous experimental effort1–4, the structures of around 100,000 unique proteins have been determined5, but this represents a small fraction of the billions of known protein sequences6,7. Structural coverage is bottlenecked by the months to years of painstaking effort required to determine a single protein structure. Accurate computational approaches are needed to address this gap and to enable large-scale structural bioinformatics. Predicting the three-dimensional structure that a protein will adopt based solely on its amino acid sequence—the structure prediction component of the ‘protein folding problem’8—has been an important open research problem for more than 50 years9. Despite recent progress10–14, existing methods fall far short of atomic accuracy, especially when no homologous structure is available. Here we provide the first computational method that can regularly predict protein structures with atomic accuracy even in cases in which no similar structure is known. We validated an entirely redesigned version of our neural network-based model, AlphaFold, in the challenging 14th Critical Assessment of protein Structure Prediction (CASP14)15, demonstrating accuracy competitive with experimental structures in a majority of cases and greatly outperforming other methods. Underpinning the latest version of AlphaFold is a novel machine learning approach that incorporates physical and biological knowledge about protein structure, leveraging multi-sequence alignments, into the design of the deep learning algorithm.;2021-08;05/08/2024 15:39;05/08/2024 15:39;05/08/2024 15:39;583-589;;7873;596;;;;;;;;;;en;2021 The Author(s);;;;www.nature.com;
6FTV9VZY;journalArticle;2016;"Bondy-Denomy, Joseph; Qian, Jason; Westra, Edze R.; Buckling, Angus; Guttman, David S.; Davidson, Alan R.; Maxwell, Karen L.";Prophages mediate defense against phage infection through diverse mechanisms;The ISME Journal;;1751-7370;10.1038/ismej.2016.79;https://www.nature.com/articles/ismej201679;The activity of bacteriophages poses a major threat to bacterial survival. Upon infection, a temperate phage can either kill the host cell or be maintained as a prophage. In this state, the bacteria carrying the prophage is at risk of superinfection, where another phage injects its genetic material and competes for host cell resources. To avoid this, many phages have evolved mechanisms that alter the bacteria and make it resistant to phage superinfection. The mechanisms underlying these phentoypic conversions and the fitness consequences for the host are poorly understood, and systematic studies of superinfection exclusion mechanisms are lacking. In this study, we examined a wide range of Pseudomonas aeruginosa phages and found that they mediate superinfection exclusion through a variety of mechanisms, some of which affected the type IV pilus and O-antigen, and others that functioned inside the cell. The strongest resistance mechanism was a surface modification that we showed is cost-free for the bacterial host in a natural soil environment and in a Caenorhabditis. elegans infection model. This study represents the first systematic approach to address how a population of prophages influences phage resistance and bacterial behavior in P. aeruginosa.;2016-12;05/08/2024 15:40;05/08/2024 15:40;05/08/2024 15:40;2854-2866;;12;10;;ISME J;;;;;;;;en;2016 International Society for Microbial Ecology;;;;www.nature.com;
6LGVJIC2;journalArticle;2014;"Green, Jeffrey; Stapleton, Melanie R.; Smith, Laura J.; Artymiuk, Peter J.; Kahramanoglou, Christina; Hunt, Debbie M.; Buxton, Roger S.";Cyclic-AMP and bacterial cyclic-AMP receptor proteins revisited: adaptation for different ecological niches;Current Opinion in Microbiology;;1879-0364;10.1016/j.mib.2014.01.003;;Escherichia coli cyclic-AMP receptor protein (CRP) represents one of the paradigms of bacterial gene regulation. Yet despite decades of intensive study, new information continues to emerge that prompts reassessment of this classic regulatory system. Moreover, in recent years CRPs from several other bacterial species have been characterized, allowing the general applicability of the CRP paradigm to be tested. Here the properties of the E. coli, Mycobacterium tuberculosis and Pseudomonas putida CRPs are considered in the context of the ecological niches occupied by these bacteria. It appears that the cyclic-AMP-CRP regulatory system has been adapted to respond to distinct external and internal inputs across a broad sensitivity range that is, at least in part, determined by bacterial lifestyles.;2014-04;05/08/2024 15:40;05/08/2024 15:40;;01-juil;;100;18;;Curr Opin Microbiol;Cyclic-AMP and bacterial cyclic-AMP receptor proteins revisited;;;;;;;eng;;;;;PubMed;
WNW3CBMY;journalArticle;2010;Linder, Jürgen U.;cGMP production in bacteria;Molecular and Cellular Biochemistry;;1573-4919;10.1007/s11010-009-0321-0;;Production of cGMP in bacteria has been studied since the early 1970s. From the beginning on it proved to be a challenging topic. In Escherichia coli the cGMP levels were two orders of magnitude lower than the corresponding cAMP levels. Furthermore, no specific cGMP receptor protein was identified in the bacterium and a physiological role of cGMP in the bacterium was not substantiated. Consequently in 1977, compelling evidence was given that cGMP is a by-product of E. coli adenylate cyclase in vivo. This may be the reason why also work on cGMP in other bacteria like Bacillus licheniformis and Caulobacter crescentus was not pursued any further. However, recent study on cGMP and guanylate cyclase in the cyanobacterium Synechocysis PCC 6803 brought cGMP signaling in bacteria back to attention. In Synechocystis cGMP levels are of similar magnitude as those of cAMP and deletion of the cya2 gene markedly reduced the amount of cGMP without affecting cAMP. A few months ago the Cya2 gene product has been biochemically and structurally characterized. It behaves as a specific guanylate cyclase in vitro and a single amino acid substitution transforms the enzyme into a specific adenylate cyclase. These data point toward the existence of a true bacterial cGMP-signaling pathway, which needs to be explored and established by future experiments.;2010-01;05/08/2024 15:40;05/08/2024 15:40;;215-219;;01-févr;334;;Mol Cell Biochem;;;;;;;;eng;;;;;PubMed;
P7J2EF6H;preprint;2024;"Nomburg, Jason; Price, Nathan; Doudna, Jennifer A.";Birth of new protein folds and functions in the virome;;;;10.1101/2024.01.22.576744;https://www.biorxiv.org/content/10.1101/2024.01.22.576744v1;Rapid virus evolution generates proteins essential to infectivity and replication but with unknown function due to extreme sequence divergence1. Using a database of 67,715 newly predicted protein structures from 4,463 eukaryotic viral species, we found that 62% of viral proteins are evolutionarily young and lack homologs in the Alphafold database2,3. Among the 38% of more ancient viral proteins, many have non-viral structural homologs that revealed surprising similarities between human pathogens and their eukaryotic hosts. Structural comparisons suggested putative functions for >25% of unannotated viral proteins, including those with roles in the evasion of innate immunity. In particular, RNA ligase T- (ligT) like phosphodiesterases were found to resemble phage-encoded proteins that hydrolyze the host immune-activating cyclic dinucleotides 3’3’ and 2’3’ cyclic G-A monophosphate (cGAMP). Experimental analysis showed that ligT homologs encoded by avian poxviruses likewise hydrolyze 2’3’ cGAMP, showing that ligT-mediated targeting of cGAMP is an evolutionarily conserved mechanism of immune evasion present in both bacteriophage and eukaryotic viruses. Together, the viral protein structural database and analytics presented here afford new opportunities to identify mechanisms of virus-host interactions that are common across the virome.;23/01/2024;05/08/2024 16:28;05/08/2024 16:28;05/08/2024 16:28;;;;;;;;;;;;bioRxiv;;en;© 2024, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution-NonCommercial 4.0 International), CC BY-NC 4.0, as described at http://creativecommons.org/licenses/by-nc/4.0/;;;;bioRxiv;
